antecedents,consequents,support,confidence,lift
"Wrong Trousers, The (1993), Star Wars: Episode V - The Empire Strikes Back (1980)","Star Wars: Episode IV - A New Hope (1977), Close Shave, A (1995)",0.04608139926000673,0.5684647302904564,9.441595771807412
"Star Wars: Episode IV - A New Hope (1977), Close Shave, A (1995)","Wrong Trousers, The (1993), Star Wars: Episode V - The Empire Strikes Back (1980)",0.04608139926000673,0.7653631284916201,9.441595771807412
"Star Wars: Episode IV - A New Hope (1977), Close Shave, A (1995)","Wrong Trousers, The (1993), Raiders of the Lost Ark (1981)",0.04137235116044399,0.6871508379888268,9.160984041886916
"Wrong Trousers, The (1993), Raiders of the Lost Ark (1981)","Star Wars: Episode IV - A New Hope (1977), Close Shave, A (1995)",0.04137235116044399,0.5515695067264574,9.160984041886916
"Raiders of the Lost Ark (1981), Close Shave, A (1995)","Wrong Trousers, The (1993), Star Wars: Episode IV - A New Hope (1977)",0.04137235116044399,0.7546012269938649,9.11963190184049
"Wrong Trousers, The (1993), Star Wars: Episode IV - A New Hope (1977)","Raiders of the Lost Ark (1981), Close Shave, A (1995)",0.04137235116044399,0.5,9.11963190184049
"Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Alien (1979), Die Hard (1988)","Aliens (1986), Star Wars: Episode V - The Empire Strikes Back (1980), Raiders of the Lost Ark (1981), Terminator, The (1984), Godfather, The (1972)",0.04069963000336361,0.6436170212765958,9.11177811550152
"Aliens (1986), Star Wars: Episode V - The Empire Strikes Back (1980), Raiders of the Lost Ark (1981), Terminator, The (1984), Godfather, The (1972)","Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Alien (1979), Die Hard (1988)",0.04069963000336361,0.5761904761904763,9.11177811550152
"Raiders of the Lost Ark (1981), Close Shave, A (1995)","Wrong Trousers, The (1993), Star Wars: Episode V - The Empire Strikes Back (1980)",0.04036326942482341,0.7361963190184049,9.081791105567293
"Star Wars: Episode V - The Empire Strikes Back (1980), Close Shave, A (1995)","Wrong Trousers, The (1993), Star Wars: Episode IV - A New Hope (1977)",0.04608139926000673,0.7506849315068493,9.072302038088875
"Wrong Trousers, The (1993), Star Wars: Episode IV - A New Hope (1977)","Star Wars: Episode V - The Empire Strikes Back (1980), Close Shave, A (1995)",0.04608139926000673,0.556910569105691,9.072302038088873
"Godfather, The (1972), Star Wars: Episode V - The Empire Strikes Back (1980), Alien (1979), Die Hard (1988)","Aliens (1986), Raiders of the Lost Ark (1981), Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984)",0.04069963000336361,0.5537757437070938,8.947691771962988
"Aliens (1986), Raiders of the Lost Ark (1981), Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984)","Godfather, The (1972), Star Wars: Episode V - The Empire Strikes Back (1980), Alien (1979), Die Hard (1988)",0.04069963000336361,0.657608695652174,8.947691771962988
"Star Wars: Episode V - The Empire Strikes Back (1980), Raiders of the Lost Ark (1981), Terminator, The (1984), Alien (1979), Godfather, The (1972)","Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Aliens (1986), Die Hard (1988)",0.04069963000336361,0.5330396475770925,8.928038716882796
"Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Aliens (1986), Die Hard (1988)","Star Wars: Episode V - The Empire Strikes Back (1980), Raiders of the Lost Ark (1981), Terminator, The (1984), Alien (1979), Godfather, The (1972)",0.04069963000336361,0.6816901408450705,8.928038716882796
"Star Wars: Episode IV - A New Hope (1977), Godfather, The (1972), Alien (1979), Die Hard (1988)","Aliens (1986), Raiders of the Lost Ark (1981), Godfather: Part II, The (1974), Terminator, The (1984), Star Wars: Episode V - The Empire Strikes Back (1980)",0.04069963000336361,0.5401785714285715,8.897234863474477
"Aliens (1986), Raiders of the Lost Ark (1981), Godfather: Part II, The (1974), Terminator, The (1984), Star Wars: Episode V - The Empire Strikes Back (1980)","Star Wars: Episode IV - A New Hope (1977), Godfather, The (1972), Alien (1979), Die Hard (1988)",0.04069963000336361,0.6703601108033241,8.897234863474477
"Aliens (1986), Raiders of the Lost Ark (1981), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984), Godfather, The (1972)","Godfather: Part II, The (1974), Star Wars: Episode V - The Empire Strikes Back (1980), Alien (1979), Die Hard (1988)",0.04069963000336361,0.5576036866359447,8.84136405529954
"Godfather: Part II, The (1974), Star Wars: Episode V - The Empire Strikes Back (1980), Alien (1979), Die Hard (1988)","Aliens (1986), Raiders of the Lost Ark (1981), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984), Godfather, The (1972)",0.04069963000336361,0.6453333333333334,8.84136405529954
"Star Wars: Episode V - The Empire Strikes Back (1980), Clear and Present Danger (1994), Hunt for Red October, The (1990)","Patriot Games (1992), Star Wars: Episode IV - A New Hope (1977)",0.041035990581903804,0.7031700288184438,8.8394270430327
"Patriot Games (1992), Star Wars: Episode IV - A New Hope (1977)","Star Wars: Episode V - The Empire Strikes Back (1980), Clear and Present Danger (1994), Hunt for Red October, The (1990)",0.041035990581903804,0.5158562367864694,8.8394270430327
"Patriot Games (1992), Die Hard (1988)","Terminator, The (1984), Clear and Present Danger (1994)",0.040195089135553315,0.5636792452830189,8.820096822244292
"Terminator, The (1984), Clear and Present Danger (1994)","Patriot Games (1992), Die Hard (1988)",0.040195089135553315,0.6289473684210527,8.820096822244292
"Die Hard (1988), Clear and Present Danger (1994)","Patriot Games (1992), Terminator, The (1984)",0.040195089135553315,0.6065989847715736,8.797164788906773
"Patriot Games (1992), Terminator, The (1984)","Die Hard (1988), Clear and Present Danger (1994)",0.040195089135553315,0.5829268292682928,8.797164788906773
"Godfather: Part II, The (1974), Terminator, The (1984), Aliens (1986), Raiders of the Lost Ark (1981)","Star Wars: Episode V - The Empire Strikes Back (1980), Star Wars: Episode IV - A New Hope (1977), Alien (1979), Godfather, The (1972), Die Hard (1988)",0.04069963000336361,0.605,8.795427872860635
"Star Wars: Episode V - The Empire Strikes Back (1980), Star Wars: Episode IV - A New Hope (1977), Alien (1979), Godfather, The (1972), Die Hard (1988)","Godfather: Part II, The (1974), Terminator, The (1984), Aliens (1986), Raiders of the Lost Ark (1981)",0.04069963000336361,0.5916870415647922,8.795427872860635
"Raiders of the Lost Ark (1981), Godfather: Part II, The (1974), Terminator, The (1984), Alien (1979), Star Wars: Episode V - The Empire Strikes Back (1980)","Star Wars: Episode IV - A New Hope (1977), Godfather, The (1972), Aliens (1986), Die Hard (1988)",0.04069963000336361,0.6253229974160207,8.790001282826617
"Star Wars: Episode IV - A New Hope (1977), Godfather, The (1972), Aliens (1986), Die Hard (1988)","Raiders of the Lost Ark (1981), Godfather: Part II, The (1974), Terminator, The (1984), Alien (1979), Star Wars: Episode V - The Empire Strikes Back (1980)",0.04069963000336361,0.5721040189125296,8.790001282826617
"Raiders of the Lost Ark (1981), Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984), Alien (1979)","Godfather, The (1972), Star Wars: Episode V - The Empire Strikes Back (1980), Aliens (1986), Die Hard (1988)",0.04069963000336361,0.6126582278481013,8.77798993442123
"Godfather, The (1972), Star Wars: Episode V - The Empire Strikes Back (1980), Aliens (1986), Die Hard (1988)","Raiders of the Lost Ark (1981), Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984), Alien (1979)",0.04069963000336361,0.5831325301204819,8.777989934421228
"Star Wars: Episode V - The Empire Strikes Back (1980), Close Shave, A (1995)","Wrong Trousers, The (1993), Raiders of the Lost Ark (1981)",0.04036326942482341,0.6575342465753425,8.766140426316115
"Wrong Trousers, The (1993), Raiders of the Lost Ark (1981)","Star Wars: Episode V - The Empire Strikes Back (1980), Close Shave, A (1995)",0.04036326942482341,0.5381165919282512,8.766140426316115
"Star Wars: Episode V - The Empire Strikes Back (1980), Clear and Present Danger (1994)","Patriot Games (1992), Raiders of the Lost Ark (1981), Star Wars: Episode VI - Return of the Jedi (1983)",0.040195089135553315,0.5150862068965517,8.75057881773399
"Patriot Games (1992), Raiders of the Lost Ark (1981), Star Wars: Episode VI - Return of the Jedi (1983)","Star Wars: Episode V - The Empire Strikes Back (1980), Clear and Present Danger (1994)",0.040195089135553315,0.6828571428571428,8.75057881773399
"Patriot Games (1992), Star Wars: Episode V - The Empire Strikes Back (1980)","Star Wars: Episode IV - A New Hope (1977), Clear and Present Danger (1994), Hunt for Red October, The (1990)",0.041035990581903804,0.5093945720250522,8.70362104960046
"Star Wars: Episode IV - A New Hope (1977), Clear and Present Danger (1994), Hunt for Red October, The (1990)","Patriot Games (1992), Star Wars: Episode V - The Empire Strikes Back (1980)",0.041035990581903804,0.7011494252873564,8.70362104960046
"Star Wars: Episode V - The Empire Strikes Back (1980), Raiders of the Lost Ark (1981), Terminator, The (1984), Fugitive, The (1993), Godfather, The (1972)","Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Terminator 2: Judgment Day (1991), Die Hard (1988)",0.040195089135553315,0.5704057279236278,8.674251811339873
"Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Terminator 2: Judgment Day (1991), Die Hard (1988)","Star Wars: Episode V - The Empire Strikes Back (1980), Raiders of the Lost Ark (1981), Terminator, The (1984), Fugitive, The (1993), Godfather, The (1972)",0.040195089135553315,0.6112531969309463,8.674251811339872
Star Trek: Generations (1994),Star Trek: Insurrection (1998),0.04221325260679448,0.5468409586056645,8.601895079019263
Star Trek: Insurrection (1998),Star Trek: Generations (1994),0.04221325260679448,0.6640211640211641,8.601895079019263
"Terminator, The (1984), Godfather, The (1972), Aliens (1986), Raiders of the Lost Ark (1981)","Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Alien (1979), Star Wars: Episode V - The Empire Strikes Back (1980), Die Hard (1988)",0.04069963000336361,0.5062761506276151,8.600908547519426
"Godfather: Part II, The (1974), Star Wars: Episode IV - A New Hope (1977), Alien (1979), Star Wars: Episode V - The Empire Strikes Back (1980), Die Hard (1988)","Terminator, The (1984), Godfather, The (1972), Aliens (1986), Raiders of the Lost Ark (1981)",0.04069963000336361,0.6914285714285714,8.600908547519426
"Godfather: Part II, The (1974), Alien (1979), Raiders of the Lost Ark (1981), Star Wars: Episode VI - Return of the Jedi (1983)","Aliens (1986), Star Wars: Episode V - The Empire Strikes Back (1980), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984), Godfather, The (1972)",0.041204170871173895,0.6533333333333333,8.594513274336284
"Aliens (1986), Star Wars: Episode V - The Empire Strikes Back (1980), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984), Godfather, The (1972)","Godfather: Part II, The (1974), Alien (1979), Raiders of the Lost Ark (1981), Star Wars: Episode VI - Return of the Jedi (1983)",0.041204170871173895,0.5420353982300885,8.594513274336284
"Star Wars: Episode IV - A New Hope (1977), Fugitive, The (1993), Clear and Present Danger (1994)","Patriot Games (1992), Star Wars: Episode V - The Empire Strikes Back (1980)",0.04036326942482341,0.69164265129683,8.585610030503029
"Patriot Games (1992), Star Wars: Episode V - The Empire Strikes Back (1980)","Star Wars: Episode IV - A New Hope (1977), Fugitive, The (1993), Clear and Present Danger (1994)",0.04036326942482341,0.5010438413361169,8.585610030503029
"Godfather: Part II, The (1974), Star Wars: Episode V - The Empire Strikes Back (1980), Aliens (1986), Die Hard (1988)","Raiders of the Lost Ark (1981), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984), Alien (1979), Godfather, The (1972)",0.04069963000336361,0.6778711484593838,8.575791167530843
"Raiders of the Lost Ark (1981), Star Wars: Episode IV - A New Hope (1977), Terminator, The (1984), Alien (1979), Godfather, The (1972)","Godfather: Part II, The (1974), Star Wars: Episode V - The Empire Strikes Back (1980), Aliens (1986), Die Hard (1988)",0.04069963000336361,0.5148936170212767,8.575791167530843
"Godfather, The (1972), Star Wars: Episode V - The Empire Strikes Back (1980), Alien (1979), Die Hard (1988)","Godfather: Part II, The (1974), Terminator, The (1984), Aliens (1986), Raiders of the Lost Ark (1981)",0.04238143289606458,0.5766590389016018,8.57203661327231
